WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After
228,CHL,NGDPRPPPPC,Chile,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",8545.723,8928.303,7591.104,7261.662,7569.294,7599.909,7884.93,8259.439,8711.703,9475.523,9662.899,10228.256,11109.641,11655.223,12055.741,12941.471,13396.827,14194.618,14598.285,14378.352,14915.166,15210.404,15525.847,16089.703,16986.649,17798.917,18685.928,19449.357,19968.979,19531.285,20452.653,21486.074,22561.049,23084.61,23266.306,23523.903,23678.408,23671.478,24179.863,23880.123,22008.646,24229.091,24540.593,24431.241,24760.003,25235.812,25682.864,26142.634,26605.186,27089.755,2020.0
924,CHN,NGDPRPPPPC,China,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",673.541,698.221,749.217,819.221,931.543,1042.389,1117.676,1227.964,1344.268,1379.873,1413.1,1520.403,1717.489,1933.654,2161.272,2373.174,2581.59,2792.097,2984.049,3187.053,3430.959,3690.639,4001.128,4375.732,4790.101,5304.324,5947.033,6759.277,7370.108,8027.091,8836.395,9621.154,10299.393,11034.449,11770.838,12535.035,13306.594,14151.786,15050.183,15893.004,16225.857,17590.899,18127.56,19082.239,19976.737,20807.231,21611.366,22409.757,23198.507,23997.822,2022.0
233,COL,NGDPRPPPPC,Colombia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7188.324,7191.812,7104.121,7063.414,7148.402,7420.739,7693.315,7940.051,8093.254,8199.469,8379.92,8404.072,8597.974,8918.725,9211.329,9528.461,9568.576,9768.609,9673.897,9150.49,9278.83,9314.782,9429.051,9676.751,10067.95,10387.957,10954.722,11558.951,11806.907,11811.499,12208.66,12919.989,13291.821,13840.951,14327.704,14608.544,14749.105,14763.881,14879.14,14999.853,13651.99,14925.945,15840.143,15770.049,15787.85,16018.181,16340.341,16668.981,17004.23,17346.222,2023.0
632,COM,NGDPRPPPPC,Comoros,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2653.406,2730.217,2773.5,2793.633,2881.363,2872.662,2843.905,2815.47,2866.431,2752.483,2873.84,2786.274,2928.116,2939.029,2762.428,2857.105,2782.841,2844.736,2785.799,2801.992,2717.028,2805.199,2873.476,2869.003,2887.286,2978.93,2852.226,2803.157,2840.415,2857.437,2888.882,2930.427,2944.309,2995.159,2977.572,2931.935,2948.843,2980.06,3006.767,2979.04,2895.356,2875.931,2845.508,2826.186,2820.485,2826.662,2840.769,2858.907,2872.121,2871.327,2022.0
636,COD,NGDPRPPPPC,Democratic Republic of the Congo,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2471.004,2414.66,2326.898,2284.324,2318.477,2254.83,2285.832,2271.916,2209.555,2112.016,1910.253,1693.052,1458.042,1213.5,1098.28,1092.698,1041.959,915.713,862.969,813.877,725.884,690.515,689.638,712.58,742.979,790.005,804.029,844.786,878.332,855.133,892.921,930.405,979.359,1040.149,1081.46,1114.662,1083.521,1087.499,1103.781,1116.671,1099.284,1128.884,1189.247,1222.523,1239.67,1268.561,1292.197,1324.1,1338.439,1349.014,0.0
634,COG,NGDPRPPPPC,Republic of Congo,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",4000.066,3981.663,3955.522,3928.875,3901.757,3874.199,3846.231,3817.882,4514.924,5152.22,5047.707,5076.35,5145.327,5065.899,4854.457,4912.427,4950.046,4800.738,5119.75,4801.519,5164.86,4734.399,4670.444,4563.773,4402.616,4638.2,4824.098,4342.193,4465.6,4788.98,5050.279,4996.919,5343.555,5179.324,5396.653,5082.196,4714.439,4345.519,4144.949,4093.991,3748.933,3701.799,3681.652,3725.801,3784.94,3800.915,3835.959,3876.219,3919.555,3965.813,2020.0
238,CRI,NGDPRPPPPC,Costa Rica,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",10304.648,9773.989,8798.188,8793.055,9229.79,9023.827,9245.158,9418.954,9483.902,9765.127,9872.699,9866.14,10539.016,10998.447,11162.689,11300.746,11148.619,11463.63,11987.243,12197.338,12760.615,12727.738,12936.715,13283.944,13653.137,13982.474,14784.531,15771.542,16279.9,15902.111,16443.351,16948.668,17546.98,17756.299,18156.749,18593.603,19144.996,19711.653,20002.166,20271.551,19204.598,20522.012,21253.966,22133.843,22806.111,23386.959,23936.166,24497.388,25071.769,25659.617,2022.0
662,CIV,NGDPRPPPPC,Côte d'Ivoire,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6286.858,6361.643,6136.678,5693.749,5428.12,5413.995,5459.447,5229.458,5240.191,5183.969,4926.215,4738.173,4547.272,4131.011,4017.705,4121.812,4334.262,4424.158,4482.09,4427.978,4215.844,4103.623,3923.017,3762.11,3702.581,3661.613,3613.786,3575.339,3564.337,3577.925,3548.646,3282.42,3537.863,3758.425,3975.277,4206.526,4382.895,4576.89,4665.104,4840.268,4738.693,4932.32,5124.276,5290.701,5477.962,5666.526,5856.071,6040.57,6225.009,6415.08,2021.0
960,HRV,NGDPRPPPPC,Croatia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,14090.05,13259.014,14351.338,15548.9,16311.419,17098.621,17691.717,17322.238,18681.362,19627.99,20760.394,21917.583,22823.179,23778.878,24980.485,26254.24,26782.247,24878.094,24625.783,24685.994,24181.851,24153.205,24153.149,24962.783,26037.902,27242.443,28264.666,29390.493,26978.452,32035.692,34271.007,35357.542,36496.941,37557.928,38649.805,39734.992,40835.709,41966.917,2022.0
423,CYP,NGDPRPPPPC,Cyprus,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",15469.406,15743.275,16545.413,17198.98,18466.833,19118.045,19571.465,20741.305,22233.302,23684.243,24914.808,24445.108,26046.882,25592.341,26542.102,28886.851,28760.099,29077.557,30447.835,31611.646,33127.264,34088.007,34956.725,35462.626,36772.005,38022.076,39228.678,40471.656,40953.04,39090.26,38898.445,38101.837,35837.933,33327.883,33036.801,34609.107,36827.266,38643.589,40380.519,42048.93,40047.867,43623.489,45389.888,45698.684,46902.832,47824.904,48849.68,49970.731,51129.82,52287.136,2023.0
935,CZE,NGDPRPPPPC,Czech Republic,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,,,,22775.971,23833.843,23738.38,23676.731,24026.624,25015.951,25893.245,26379.253,27347.479,28656.473,30537.756,32525.384,34234.504,34851.057,32965.436,33650.931,34162.84,33834.281,33784.404,34560.822,36333.726,37112.827,38916.183,40019.407,41061.763,38773.728,40857.939,40608.867,40358.195,40308.228,41239.942,42233.935,43295.937,44413.195,45571.833,2022.0
128,DNK,NGDPRPPPPC,Denmark,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",31952.995,31730.718,32928.981,33800.859,35240.733,36659.28,38416.912,38450.541,38414.063,38656.709,39182.94,39644.891,40299.045,40158.245,42167.869,43286.059,44243.985,45477.6,46310.778,47508.304,49137.148,49363.703,49417.481,49469.825,50656.614,51710.876,53574.778,53866.237,53310.076,50367.043,51091.815,51533.522,51467.39,51743.654,52349.88,53268.953,54540.788,55673.456,56463.278,57060.339,55518.423,59142.983,60412.741,60893.987,62002.636,62763.848,63498.745,64183.322,64854.329,65533.153,2022.0
611,DJI,NGDPRPPPPC,Djibouti,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,4285.893,3983.89,3952.817,3665.386,3593.106,3423.907,3228.191,3105.904,3019.843,3021.384,2968.285,2957.854,2996.583,3040.405,3076.446,3124.979,3229.148,3345.24,3492.172,3499.495,3590.959,3792.01,3909.384,4034.427,4250.464,4484.823,4726.119,4904.977,5059.716,5260.009,5251.34,5411.081,5543.933,5853.023,6154.631,6443.818,6717.815,7005.786,7309.045,7625.433,2021.0
321,DMA,NGDPRPPPPC,Dominica,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,5075.813,5304.407,5459.645,5709.304,5811.334,6244.854,6662.72,7209.454,7221.651,7640.452,7771.283,7928.382,8099.134,8101.216,8346.005,8604.429,8791.733,9122.764,9154.371,9367.763,9361.104,9102.737,9687.931,9990.557,10063.246,10539.534,11217.135,12024.395,11892.162,11989.15,12093.301,12050.306,11899.155,12326.96,11864.257,12183.757,11665.874,12072.954,12257.619,10063.562,10703.56,11251.825,11724.883,12201.964,12657.971,13008.127,13321.726,13641.975,13899.899,2011.0
243,DOM,NGDPRPPPPC,Dominican Republic,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6194.061,6314.585,6275.55,6413.898,6341.685,6059.919,6122.873,6580.446,6565.762,6706.2,6216.827,6168.018,6736.661,7101.827,7161.586,7443.124,7761.731,8318.833,8736.926,9117.248,9403.746,9504.656,9800.074,9538.207,9659.024,10439.471,11267.424,11967.654,12211.27,12194.671,13074.427,13341.204,13561.014,14071.387,14912.894,15791.32,16684.411,17301.383,18334.612,19089.518,17652.971,19648.285,20425.043,20736.463,21657.787,22534.124,23466.045,24436.518,25446.91,26499.33,2019.0
248,ECU,NGDPRPPPPC,Ecuador,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7757.509,7835.177,7710.353,7290.614,7394.744,7519.39,7555.107,6927.745,7459.756,7300.693,7346.575,7547.681,7647.647,7634.447,7798.758,7824.51,7824.691,8035.168,8174.005,7673.701,7643.448,7788.869,7998.551,8089.609,8494.181,8842.207,9065.311,9075.062,9498.504,9429.101,9630.139,10272.965,10688.853,11275.295,11566.497,11401.517,11151.895,11642.842,11594.126,11448.816,10246.375,11096.475,11619.634,11720.37,11567.287,11503.662,11569.98,11659.856,11781.243,11909.581,2022.0
469,EGY,NGDPRPPPPC,Egypt,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",5347.509,5314.082,5550.114,5882.261,6182.435,6454.87,6591.287,6725.166,6853.317,6905.865,7004.773,7006.905,6885.372,6867.922,7015.712,7164.851,7361.05,7628.116,8042.896,8357.08,8614.314,8740.352,8842.734,8937.253,9128.457,9347.814,9780.065,10274.04,10775.039,11029.289,11331.75,11273.855,11245.443,11328.402,11364.819,11567.169,11803.896,11756.039,12140.04,12682.907,12809.667,13032.112,13697.869,13934.262,14066.232,14402.814,14788.536,15232.54,15753.131,16313.441,2022.0
253,SLV,NGDPRPPPPC,El Salvador,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",5675.957,5291.021,4918.764,4964.695,5000.123,4991.057,4950.062,5013.728,5037.063,5006.326,5158.568,5165.179,5452.167,5688.567,5890.618,6110.169,6108.093,6250.602,6370.021,6465.238,6500.095,6524.675,6602.012,6688.12,6737.649,6917.774,7223.889,7345.469,7469.789,7288.67,7413.71,7666.316,7852.834,7996.839,8101.767,8267.45,8449.041,8617.858,8815.089,9023.895,8294.449,9250.179,9475.809,9772.92,10030.841,10225.598,10424.137,10626.53,10832.853,11043.182,2022.0
642,GNQ,NGDPRPPPPC,Equatorial Guinea,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",840.575,840.552,798.301,774.656,727.844,774.124,721.643,726.33,723.094,693.835,690.254,660.344,850.246,908.329,1024.996,1251.183,1840.545,4391.109,5267.62,6395.434,12928.331,19865.687,22813.403,25050.958,31303.001,32419.368,33005.961,36347.342,40889.487,39583.925,34459.656,35113.411,36409.998,33450.827,32231.181,28149.294,24698.8,22449.899,20309.552,18544.02,17076.472,16472.4,16485.634,15044.146,14676.44,13607.354,12812.37,12671.217,12325.675,12361.755,2015.0
643,ERI,NGDPRPPPPC,Eritrea,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,1199.705,1365.744,1667.068,1716.655,1880.311,2029.779,2059.355,2034.611,1740.451,1826.685,1801.195,1672.471,1622.518,1601.296,1536.323,1517.168,1195.957,1317.105,1437.016,1781.739,1795.235,1592.332,2066.02,1624.28,1726.77,1537.449,1717.681,1761.128,,,,,,,,,,,2006.0
939,EST,NGDPRPPPPC,Estonia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,,,12169.279,12247.793,12761.284,13591.134,15541.07,16372.046,16254.515,17807.862,18997.6,20412.884,22102.632,23748.027,26159.639,28884.094,31215.352,29692.895,25397.992,26078.191,28057.354,29066.947,29596.009,30548.735,31113.334,32085.781,33903.126,35063.859,36342.933,35921.037,38484.266,37798.256,36204.716,36033.824,36857.204,37639.146,38413.361,39245.826,40117.251,2023.0
734,SWZ,NGDPRPPPPC,Eswatini,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",3889.407,4017.595,3936.704,3781.277,3742.361,3684.313,4220.948,4488.41,4671.36,4952.594,5282.569,5230.277,5263.739,5300.591,5308.744,5449.571,5547.206,5612.988,5704.722,5818.069,5865.548,5872.926,6074.325,6253.061,6421.699,6746.566,7087.983,7337.87,7344.231,7405.188,7630.897,7746.72,8106.948,8360.752,8379.007,8506.237,8537.41,8650.839,8769.915,8917.731,8685.709,9511.855,9455.995,9836.08,10091.924,10311.256,10527.886,10753.123,10951.747,11129.566,2017.0
644,ETH,NGDPRPPPPC,Ethiopia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",912.911,891.412,875.006,914.738,865.209,742.059,788.27,869.264,846.504,815.483,809.29,725.865,639.078,700.49,701.628,721.669,795.31,794.908,740.945,766.6,819.82,858.174,849.81,810.881,882.801,968.844,1052.886,1138.18,1224.102,1312.39,1414.721,1539.358,1632.816,1750.026,1881.467,2028.184,2140.001,2302.935,2425.782,2588.09,2687.041,2793.738,2909.058,3069.866,3209.89,3364.402,3532.992,3713.483,3910.306,4118.614,2022.0
819,FJI,NGDPRPPPPC,Fiji,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",7550.943,7813.632,7531.141,7035.156,7583.187,7184.068,7587.759,7013.962,7248.423,8093.569,8494.037,8198.487,8629.462,8784.016,9159.777,9341.301,9697.303,9379.171,9399.344,10130.397,9900.358,10053.488,10303.887,10309.582,10799.935,10592.345,10754.037,10560.686,10657.709,10440.321,10694.398,10926.279,11025.356,11503.074,12093.668,12584.204,12836.53,13316.586,13741.81,13580.555,11199.251,10589.077,12632.838,13567.74,13898.003,14281.783,14685.659,15079.54,15482.765,15874.689,2020.0
172,FIN,NGDPRPPPPC,Finland,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",25385.351,25625.225,26282.601,26937.693,27642.577,28480.522,29156.179,30102.078,31587.563,33088.833,33025.317,30931.512,29730.867,29382.26,30408.986,31561.74,32603.597,34564.194,36343.974,37845.254,39939.944,40904.526,41492.42,42231.208,43804.053,44876.617,46515.476,48782.074,48946.279,44775.956,45985.675,46947.786,46069.129,45439.767,45069.678,45145.072,46282.735,47621.51,48078.357,48624.746,47416.288,48687.145,49208.871,48600.347,48594.628,49426.758,50349.142,51198.61,52046.592,52874.434,2023.0
132,FRA,NGDPRPPPPC,France,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",28755.019,28902.526,29459.598,29653.25,29967.841,30309.247,30875.512,31512.653,32839.634,34081.22,34887.275,35089.43,35482.166,35100.149,35805.72,36441.3,36839.211,37583.08,38809.64,40001.844,41315.998,41845.258,42023.1,42075.797,42977.845,43364.523,44110.847,44891.253,44759.701,43243.361,43875.976,44621.136,44545.004,44575.325,44769.544,45075.694,45450.752,46369.701,47085.268,47766.863,44048.376,46663.711,47684.8,47963.903,48185.472,48743.765,49369.76,49952.671,50533.195,51068.852,2022.0
646,GAB,NGDPRPPPPC,Gabon,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",19598.505,18409.574,18751.883,18715.305,19209.741,19886.405,19049.698,15769.125,15969.712,18037.11,18557.547,19078.491,17929.291,18195.771,18411.059,18855.411,19062.37,19664.623,19852.22,17635.904,16881.744,16824.041,16444.344,16316.144,16096.439,15580.344,14910.298,15392.754,15086.161,14202.626,14540.644,15001.764,15211.482,15446.707,15566.74,15652.462,15579.432,15302.638,15232.163,15604.385,15122.576,15151.007,15419.511,15425.935,15534.273,15612.273,15682.902,15750.773,15814.317,15886.615,2015.0
648,GMB,NGDPRPPPPC,The Gambia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2642.304,2251.662,2622.078,2862.075,2540.099,2529.344,2487.397,2456.577,2400.23,2405.798,2442.916,2397.695,2344.101,2299.331,2146.817,2151.034,2149.068,2084.986,2153.086,2220.887,2271.434,2327.276,2180.857,2257.371,2341.168,2216.192,2137.817,2137.855,2205.118,2283.184,2346.724,2091.823,2135.754,2131.433,2038.797,2058.658,2036.872,2072.652,2158.068,2225.308,2173.159,2220.697,2261.621,2317.61,2390.008,2454.565,2502.545,2551.503,2601.362,2652.196,2023.0
915,GEO,NGDPRPPPPC,Georgia,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,,7567.602,4158.995,3007.294,2921.854,3116.413,3570.969,4092.754,4338.45,4564.448,4735.798,5064.695,5397.833,6072.452,6470.237,7128.099,7857.763,8881.12,9155.277,8863.907,9552.112,10383.017,11167.627,11806.915,12294.85,12689.756,13103.954,13788.398,14611.729,15423.107,14478.463,15969.284,17911.598,19004.038,20162.647,21291.795,22373.031,23547.789,24718.841,25948.131,2023.0
134,DEU,NGDPRPPPPC,Germany,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",30420.76,30397.04,30178.997,30755.446,31752.844,32529.232,33292.663,33775.757,34825.392,35830.088,37168.149,38530.68,39013.463,38419.256,39243.628,39769.395,40015.882,40708.374,41563.467,42360.045,43571.703,44273.705,44151.731,43857.235,44427.028,44815.222,46617.825,48115.246,48714.293,46100.069,48148.084,50038.553,50157.852,50237.323,51137.489,51450.647,52175.097,53373.918,53737.434,54190.139,52072.463,53699.871,54276.022,53637.592,53700.277,54417.584,55235.418,55888.244,56397.068,56820.495,2023.0
652,GHA,NGDPRPPPPC,Ghana,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",2608.586,2451.792,2195.005,2009.312,2055.588,2139.832,2221.604,2316.071,2409.678,2461.187,2490.567,2548.535,2599.92,2659.491,2687.118,2733.551,2794.516,2884.594,2955.141,3013.458,2897.012,2932.631,2993.085,3070.827,3160.915,3278.091,3388.044,3445.511,3671.761,3794.974,3883.743,4320.063,4574.297,4792.24,4817.571,4810.494,4864.581,5148.047,5353.488,5585.885,5503.245,5669.231,5718.447,5701.885,5714.281,5816.007,5951.454,6093.276,6238.477,6387.139,2022.0
174,GRC,NGDPRPPPPC,Greece,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",24064.662,23405.361,23005.531,22610.846,22945.536,23409.811,23460.304,22847.683,23754.705,24553.599,24401.356,24786.462,24731.817,24187.473,24532.631,24938.168,25525.08,26566.971,27436.574,28136.136,29163.428,30199.18,31233.14,32959.73,34549.965,34663.354,36506.852,37595.089,37384.643,35667.806,33639.575,30214.237,28166.697,27664.619,27991.615,28113.718,28169.425,28518.225,29066.983,29659.045,26911.016,29275.204,31548.686,32218.728,32891.675,33544.06,34167.595,34672.611,35181.231,35675.821,2022.0
328,GRD,NGDPRPPPPC,Grenada,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6064.164,6040.48,6118.277,6129.81,6214.023,6488.525,6949.964,7638.344,7965.181,8366.351,8775.838,8888.356,8752.697,8487.76,8547.077,8652.808,8968.196,9356.799,10414.91,11097.83,11613.438,11333.716,11678.76,12738.886,12614.837,14246.63,13641.27,14442.879,14541.851,13537.816,13412.809,13444.637,13207.004,13427.54,14317.053,15142.069,15614.298,16217.5,16837.496,16867.708,14480.439,15079.805,16103.489,16794.419,17408.259,17964.536,18414.271,18824.619,19244.662,19674.638,2021.0
258,GTM,NGDPRPPPPC,Guatemala,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",6633.804,6510.962,6124.62,5821.14,5704.671,5528.568,5395.787,5449.802,5522.144,5599.985,5635.362,5670.102,5793.304,5851.562,5917.284,6037.465,6067.66,6176.642,6318.092,6405.886,6417.512,6464.541,6556.631,6567.629,6616.799,6677.494,6876.78,7150.722,7224.815,7102.165,7150.096,7289.199,7347.768,7460.455,7631.775,7783.176,7832.248,7915.054,8026.749,8190.823,7894.049,8358.531,8533.211,8658.64,8788.849,8938.69,9092.043,9252.142,9423.286,9597.958,2020.0
656,GIN,NGDPRPPPPC,Guinea,"Gross domestic product per capita, constant prices",GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.,Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",,,,,,,,,,,1590.717,1545.318,1505.248,1492.193,1473.833,1479.201,1496.028,1535.285,1560.989,1593.421,1606.187,1637.016,1692.939,1684.499,1691.747,1706.661,1709.529,1775.9,1801.455,1727.112,1753.171,1804.231,1862.571,1887.613,1908.827,1933.519,2090.476,2249.556,2334.238,2405.22,2456.949,2530.842,2567.187,2647.326,2687.969,2769.263,2857.161,2942.807,3033.028,3125.949,2014.0
